wavelength,efficiency
1.0604594,1.6679252e-08
1.0605947,1.7329343e-08
1.0607297,1.5647926e-08
1.0608649,1.2219315e-08
1.061,8.281903e-09
1.061135,5.154891e-09
1.0612704,3.9796424e-09
1.0614054,5.0913735e-09
1.0615406,7.995669e-09
1.0616757,1.1742129e-08
1.0618107,1.486464e-08
1.061946,1.628761e-08
1.0620811,1.5501877e-08
1.0622162,1.27807604e-08
1.0623513,9.076328e-09
1.0624864,5.6958718e-09
1.0626216,3.7569845e-09
1.0627568,3.9525236e-09
1.0628918,6.098195e-09
1.0630269,9.455787e-09
1.0631621,1.28622375e-08
1.0632973,1.4989798e-08
1.0634325,1.5154612e-08
1.0635675,1.332864e-08
1.0637026,1.0100082e-08
1.0638379,6.5944348e-09
1.063973,4.0138866e-09
1.0641081,3.2263545e-09
1.0642432,4.460504e-09
1.0643783,7.2398305e-09
1.0645136,1.0619055e-08
1.0646486,1.3331019e-08
1.0647837,1.44692835e-08
1.0649189,1.3641005e-08
1.0650539,1.1165243e-08
1.0651892,7.828845e-09
1.0653243,4.758979e-09
1.0654594,3.0792486e-09
1.0655946,3.2337228e-09
1.0657296,5.166815e-09
1.0658649,8.245734e-09
1.066,1.1270163e-08
